File name;Tag
zapp-dance_floor;positive
billie_holiday-god_bless_the_child;positive feelings
blur-country_house;positive feelings
booker_t._and_the_mgs-time_is_tight;positive feelings
brenton_wood-lovey_dovey_kind_of_love;positive feelings
buena_vista_social_club-el_cuarto_de_tula;positive feelings
cars-good_times_roll;positive feelings
chet_baker-these_foolish_things;positive feelings
christina_aguilera-genie_in_a_bottle;positive feelings
chumbawamba-tubthumping;positive feelings
count_basie-lester_leaps_in;positive feelings
creedence_clearwater_revival-travelin_band;positive feelings
dire_straits-money_for_nothing;positive feelings
django_reinhardt-brazil;positive feelings
elliott_smith-baby_britain;positive feelings
frank_sinatra-fly_me_to_the_moon;positive feelings
genesis-cuckoo_cocoon;positive feelings
go-gos-vacation;positive feelings
human_response-angels;positive feelings
jan_and_dean-surf_city;positive feelings
jefferson_airplane-somebody_to_love;positive feelings
lisa_debenedictis-fruitless;positive feelings
mary_wells-my_guy;positive feelings
memories_of_tomorrow-transcend_fate_of_a_dj;positive feelings
nelly-country_grammar;positive feelings
rick_james-super_freak;positive feelings
roxy_music-love_is_the_drug;positive feelings
rubn_gonzlez-cumbanchero;positive feelings
squarepusher-a_journey_to_reedham_(7am_mix);positive feelings
stan_getz-corcovado_quiet_nights_of_quiet_stars;positive feelings
starship-nothings_gonna_stop_us_now;positive feelings
strojovna_07-130;positive feelings
sylvester-you_make_me_feel_mighty_real;positive feelings
todd_rundgren-bang_the_drum_all_day;positive feelings
war-all_day_music;positive feelings
weezer-buddy_holly;positive feelings
zapp-dance_floor;positive feelings
aerobic_jonquil-sweat_machine;relax
allman_brothers_band-melissa;relax
billie_holiday-god_bless_the_child;relax
brenton_wood-lovey_dovey_kind_of_love;relax
c_layne-devil_and_the_woman;relax
chet_baker-these_foolish_things;relax
crosby_stills_and_nash-guinnevere;relax
four_stones-brilliant_day_eine_kleine_mix;relax
gene_clark-the_true_one;relax
genesis-cuckoo_cocoon;relax
lisa_debenedictis-fruitless;relax
neil_young-razor_love;relax
norah_jones-dont_know_why;relax
pj_harvey-dry;relax
saros-prelude;relax
sebadoh-soul_and_fire;relax
shane_jackman-set_fire_to_the_city;relax
stan_getz-corcovado_quiet_nights_of_quiet_stars;relax
teenage_fanclub-the_concept;relax
barry_manilow-mandy;romantic
brenton_wood-lovey_dovey_kind_of_love;romantic
buena_vista_social_club-el_cuarto_de_tula;romantic
cheryl_ann_fulton-marsh_of_rhuddlan;romantic
chet_baker-these_foolish_things;romantic
count_basie-lester_leaps_in;romantic
dido-here_with_me;romantic
django_reinhardt-brazil;romantic
frank_sinatra-fly_me_to_the_moon;romantic
gin_blossoms-hey_jealousy;romantic
mary_wells-my_guy;romantic
neil_young-razor_love;romantic
no_doubt-simple_kind_of_life;romantic
norah_jones-dont_know_why;romantic
sebadoh-soul_and_fire;romantic
stan_getz-corcovado_quiet_nights_of_quiet_stars;romantic
starship-nothings_gonna_stop_us_now;romantic
war-all_day_music;romantic
adverts-gary_gilmores_eyes;rough
birthday_party-mr._clarinet;rough
black_flag-six_pack;rough
blind_faith-had_to_cry_today;rough
booker_t._and_the_mgs-time_is_tight;rough
bots-take_the_power_back;rough
bush-comedown;rough
chumbawamba-tubthumping;rough
creedence_clearwater_revival-travelin_band;rough
dire_straits-money_for_nothing;rough
doobie_brothers-china_grove;rough
dr._dre-nuthin_but_a_g_thang;rough
duke_ellington_and_his_orchestra-caravan;rough
faith_no_more-epic;rough
germs-lexicon_devil;rough
gin_blossoms-hey_jealousy;rough
go-gos-vacation;rough
interpol-stella_was_a_diver_and_she_was_always_down;rough
jackalopes-rotgut;rough
jefferson_airplane-somebody_to_love;rough
jesse_manno-alf_leyla_wa_leyla;rough
love_and_rockets-mirror_people;rough
modest_mouse-what_people_are_made_of;rough
nine_inch_nails-head_like_a_hole;rough
nirvana-aneurysm;rough
pixies-wave_of_mutilation;rough
pj_harvey-dry;rough
ramones-i_just_want_to_have_something_to_do;rough
rick_james-super_freak;rough
rolling_stones-little_by_little;rough
rubn_gonzlez-cumbanchero;rough
snoop_doggy_dogg-gin_and_juice;rough
squarepusher-a_journey_to_reedham_(7am_mix);rough
stone_roses-i_wanna_be_adored;rough
strojovna_07-130;rough
sylvester-you_make_me_feel_mighty_real;rough
todd_rundgren-bang_the_drum_all_day;rough
weezer-buddy_holly;rough
zapp-dance_floor;rough
alice_in_chains-no_excuses;sad
birthday_party-mr._clarinet;sad
eagles-tequila_sunrise;sad
elvis_presley-heartbreak_hotel;sad
gene_clark-the_true_one;sad
gin_blossoms-hey_jealousy;sad
howlin_wolf-moanin_at_midnight;sad
interpol-stella_was_a_diver_and_she_was_always_down;sad
marvelettes-please_mr._postman;sad
radiohead-karma_police;sad
sebadoh-soul_and_fire;sad
shane_jackman-set_fire_to_the_city;sad
shins-new_slang;sad
allman_brothers_band-melissa;tender
barry_manilow-mandy;tender
billie_holiday-god_bless_the_child;tender
cheryl_ann_fulton-marsh_of_rhuddlan;tender
count_basie-lester_leaps_in;tender
crosby_stills_and_nash-guinnevere;tender
dido-here_with_me;tender
eagles-tequila_sunrise;tender
elliott_smith-baby_britain;tender
etherine-never_leave;tender
frank_sinatra-fly_me_to_the_moon;tender
genesis-cuckoo_cocoon;tender
lisa_debenedictis-fruitless;tender
marvelettes-please_mr._postman;tender
mary_wells-my_guy;tender
neil_young-razor_love;tender
norah_jones-dont_know_why;tender
radiohead-karma_police;tender
rufus_wainwright-cigarettes_and_chocolate_milk;tender
shane_jackman-set_fire_to_the_city;tender
shins-new_slang;tender
stan_getz-corcovado_quiet_nights_of_quiet_stars;tender
war-all_day_music;tender
barry_manilow-mandy;touching
billie_holiday-god_bless_the_child;touching
brenton_wood-lovey_dovey_kind_of_love;touching
chet_baker-these_foolish_things;touching
count_basie-lester_leaps_in;touching
dido-here_with_me;touching
django_reinhardt-brazil;touching
eagles-tequila_sunrise;touching
frank_sinatra-fly_me_to_the_moon;touching
john_lennon-imagine;touching
mary_wells-my_guy;touching
neil_young-razor_love;touching
norah_jones-dont_know_why;touching
shane_jackman-set_fire_to_the_city;touching
shins-new_slang;touching
stan_getz-corcovado_quiet_nights_of_quiet_stars;touching
teenage_fanclub-the_concept;touching
war-all_day_music;touching
birthday_party-mr._clarinet;unpleasant
black_flag-six_pack;unpleasant
faith_no_more-epic;unpleasant
jackalopes-rotgut;unpleasant
love_and_rockets-mirror_people;unpleasant
modest_mouse-what_people_are_made_of;unpleasant
nine_inch_nails-head_like_a_hole;unpleasant
nirvana-aneurysm;unpleasant
pixies-wave_of_mutilation;unpleasant
pj_harvey-dry;unpleasant
rick_james-super_freak;unpleasant
sebadoh-soul_and_fire;unpleasant
snoop_doggy_dogg-gin_and_juice;unpleasant
strojovna_07-130;unpleasant
adverts-gary_gilmores_eyes;unromantic
aerobic_jonquil-sweat_machine;unromantic
birthday_party-mr._clarinet;unromantic
black_flag-six_pack;unromantic
blind_faith-had_to_cry_today;unromantic
booker_t._and_the_mgs-time_is_tight;unromantic
bots-take_the_power_back;unromantic
bush-comedown;unromantic
c_layne-devil_and_the_woman;unromantic
cars-good_times_roll;unromantic
chumbawamba-tubthumping;unromantic
creedence_clearwater_revival-travelin_band;unromantic
crosby_stills_and_nash-guinnevere;unromantic
dire_straits-money_for_nothing;unromantic
doobie_brothers-china_grove;unromantic
dr._dre-nuthin_but_a_g_thang;unromantic
duke_ellington_and_his_orchestra-caravan;unromantic
elvis_costello-less_than_zero;unromantic
faith_no_more-epic;unromantic
four_stones-brilliant_day_eine_kleine_mix;unromantic
howlin_wolf-moanin_at_midnight;unromantic
interpol-stella_was_a_diver_and_she_was_always_down;unromantic
jackalopes-rotgut;unromantic
jefferson_airplane-somebody_to_love;unromantic
jesse_manno-alf_leyla_wa_leyla;unromantic
kanye_west-gold_digger;unromantic
kraftwerk-spacelab;unromantic
love_and_rockets-mirror_people;unromantic
memories_of_tomorrow-transcend_fate_of_a_dj;unromantic
modest_mouse-what_people_are_made_of;unromantic
new_order-blue_monday;unromantic
nine_inch_nails-head_like_a_hole;unromantic
nirvana-aneurysm;unromantic
pixies-wave_of_mutilation;unromantic
pj_harvey-dry;unromantic
radiohead-karma_police;unromantic
robert_johnson-sweet_home_chicago;unromantic
rolling_stones-little_by_little;unromantic
saros-prelude;unromantic
shiva_in_exile-hollow_earth;unromantic
smiths-how_soon_is_now;unromantic
snoop_doggy_dogg-gin_and_juice;unromantic
squarepusher-a_journey_to_reedham_(7am_mix);unromantic
strojovna_07-130;unromantic
sylvester-you_make_me_feel_mighty_real;unromantic
todd_rundgren-bang_the_drum_all_day;unromantic
very_large_array-psychedelic_baby;unromantic
weezer-buddy_holly;unromantic
captain_beefheart_and_the_magic_band-safe_as_milk;aggressive
dead_kennedys-chemical_warfare;aggressive
eminem-my_fault;aggressive
green_day-longview;aggressive
mc_hammer-u_cant_touch_this;aggressive
pantera-becoming;aggressive
queen-we_will_rock_you;aggressive
superchunk-slack_motherfucker;aggressive
utopia_banished-by_mourning;aggressive
bjrk-army_of_me;angry
captain_beefheart_and_the_magic_band-safe_as_milk;angry
dead_kennedys-chemical_warfare;angry
john_cale-pablo_picasso;angry
liz_phair-supernova;angry
napoleon_blown_aparts-higher_education;angry
pantera-becoming;angry
processor-nibtal_7;angry
somadrone-coda;angry
superchunk-slack_motherfucker;angry
utopia_banished-by_mourning;angry
altered_images-dont_talk_to_me_about_love;arousing
anup-life_glides;arousing
barbara_leoni-don_t_rain_on_my_parade;arousing
beatundercontrol-this_is_beatundercontrol;arousing
bobby_brown-my_prerogative;arousing
boo_radleys-wake_up_boo;arousing
buffalo_springfield-for_what_its_worth;arousing
curandero-aras;arousing
darkness-i_believe_in_a_thing_called_love;arousing
dead_kennedys-chemical_warfare;arousing
def_leppard-pour_some_sugar_on_me;arousing
dj_markitos-sunset_138_bpm_remix;arousing
eurythmics-sweet_dreams;arousing
glenn_miller-in_the_mood;arousing
green_day-longview;arousing
john_coltrane-giant_steps;arousing
kansas-carry_on_wayward_son;arousing
liz_phair-supernova;arousing
madness-baggy_trousers;arousing
mc_hammer-u_cant_touch_this;arousing
napoleon_blown_aparts-higher_education;arousing
outkast-ms._jackson;arousing
pantera-becoming;arousing
processor-nibtal_7;arousing
queen-we_will_rock_you;arousing
santana-love_of_my_life;arousing
seismic_anamoly-wreckinball;arousing
standells-dirty_water;arousing
stevie_wonder-for_once_in_my_life;arousing
stooges-dirt;arousing
superchunk-slack_motherfucker;arousing
utopia_banished-by_mourning;arousing
vapors-turning_japanese;arousing
whitney_houston-how_will_i_know;arousing
atomic_opera-watergrave;boring
backstreet_boys-as_long_as_you_love_me;boring
blind_melon-no_rain;boring
brad_sucks-overreacting;boring
bread-if;boring
carpenters-rainy_days_and_mondays;boring
charlie_rich-behind_closed_doors;boring
chris_juergensen-prospects;boring
church-under_the_milky_way;boring
dave_matthews_band-ants_marching;boring
drevo-our_watcher_show_us_the_way;boring
george_harrison-all_things_must_pass;boring
grateful_dead-high_time;boring
guided_by_voices-kicker_of_elves;boring
jay_kishor-raga_malgunji_jor;boring
jeff_buckley-last_goodbye;boring
kris_kristofferson-the_best_of_all_possible_worlds;boring
lynyrd_skynyrd-sweet_home_alabama;boring
mazzy_star-fade_into_you;boring
myles_cochran-getting_stronger;boring
paul_mccartney-ebony_and_ivory;boring
tim_buckley-morning_glory;boring
tom_petty_and_the_heartbreakers-dont_come_around_here_no_more;boring
williamson-whats_on_the_ceiling_beats_whats_on_tv;boring
backstreet_boys-as_long_as_you_love_me;calming
bread-if;calming
buffalo_springfield-for_what_its_worth;calming
carpenters-rainy_days_and_mondays;calming
catherine_wheel-black_metallic;calming
charlie_rich-behind_closed_doors;calming
chi-lites-stoned_out_of_my_mind;calming
chicago-if_you_leave_me_now;calming
chris_juergensen-prospects;calming
dave_matthews_band-ants_marching;calming
drevo-our_watcher_show_us_the_way;calming
george_harrison-all_things_must_pass;calming
glenn_miller-in_the_mood;calming
jay_kishor-raga_malgunji_jor;calming
mazzy_star-fade_into_you;calming
michael_masley-advice_from_the_angel_of_thresholds;calming
morrissey-everyday_is_like_sunday;calming
myles_cochran-getting_stronger;calming
paul_mccartney-ebony_and_ivory;calming
portishead-all_mine;calming
shuggie_otis-sweet_thang;calming
tim_buckley-morning_glory;calming
tom_petty_and_the_heartbreakers-dont_come_around_here_no_more;calming
wes_montgomery-bumpin;calming
yakshi-chandra;calming
badly_drawn_boy-all_possibilities;catchy
barbara_leoni-don_t_rain_on_my_parade;catchy
blondie-rapture;catchy
bobby_brown-my_prerogative;catchy
bonnie_tyler-total_eclipse_of_the_heart;catchy
bread-if;catchy
buffalo_springfield-for_what_its_worth;catchy
carly_simon-youre_so_vain;catchy
chicago-if_you_leave_me_now;catchy
curtis_mayfield-move_on_up;catchy
dead_kennedys-chemical_warfare;catchy
eminem-my_fault;catchy
eurythmics-sweet_dreams;catchy
glenn_miller-in_the_mood;catchy
green_day-longview;catchy
kansas-carry_on_wayward_son;catchy
lynyrd_skynyrd-sweet_home_alabama;catchy
madness-baggy_trousers;catchy
mc_hammer-u_cant_touch_this;catchy
morrissey-everyday_is_like_sunday;catchy
mott_the_hoople-roll_away_the_stone;catchy
paul_mccartney-ebony_and_ivory;catchy
portishead-all_mine;catchy
processor-nibtal_7;catchy
queen-we_will_rock_you;catchy
santana-love_of_my_life;catchy
standells-dirty_water;catchy
tommy_james_and_the_shondells-i_think_were_alone_now;catchy
vapors-turning_japanese;catchy
altered_images-dont_talk_to_me_about_love;cheerful
anup-life_glides;cheerful
badly_drawn_boy-all_possibilities;cheerful
barbara_leoni-don_t_rain_on_my_parade;cheerful
bobby_brown-my_prerogative;cheerful
boo_radleys-wake_up_boo;cheerful
camper_van_beethoven-take_the_skinheads_bowling;cheerful
chi-lites-stoned_out_of_my_mind;cheerful
def_leppard-pour_some_sugar_on_me;cheerful
glenn_miller-in_the_mood;cheerful
john_coltrane-giant_steps;cheerful
lynyrd_skynyrd-sweet_home_alabama;cheerful
madness-baggy_trousers;cheerful
mott_the_hoople-roll_away_the_stone;cheerful
queen-we_will_rock_you;cheerful
syd_barrett-effervescing_elephant;cheerful
tommy_james_and_the_shondells-i_think_were_alone_now;cheerful
atomic_opera-watergrave;depressed
bauhaus-ziggy_stardust;depressed
bjrk-army_of_me;depressed
buffalo_springfield-for_what_its_worth;depressed
captain_beefheart_and_the_magic_band-safe_as_milk;depressed
carly_simon-youre_so_vain;depressed
catherine_wheel-black_metallic;depressed
chicago-if_you_leave_me_now;depressed
dj_markitos-sunset_138_bpm_remix;depressed
drevo-our_watcher_show_us_the_way;depressed
indidginus-dusty_lands;depressed
john_cale-pablo_picasso;depressed
kris_kristofferson-the_best_of_all_possible_worlds;depressed
live-lightning_crashes;depressed
liz_phair-supernova;depressed
mazzy_star-fade_into_you;depressed
michael_masley-advice_from_the_angel_of_thresholds;depressed
pantera-becoming;depressed
portishead-all_mine;depressed
processor-nibtal_7;depressed
seismic_anamoly-wreckinball;depressed
somadrone-coda;depressed
stooges-dirt;depressed
tim_buckley-morning_glory;depressed
velvet_underground-new_age;depressed
yakshi-chandra;depressed
altered_images-dont_talk_to_me_about_love;emotional
backstreet_boys-as_long_as_you_love_me;emotional
badly_drawn_boy-all_possibilities;emotional
barbara_leoni-don_t_rain_on_my_parade;emotional
bauhaus-ziggy_stardust;emotional
bonnie_tyler-total_eclipse_of_the_heart;emotional
bread-if;emotional
buffalo_springfield-for_what_its_worth;emotional
captain_beefheart_and_the_magic_band-safe_as_milk;emotional
carly_simon-youre_so_vain;emotional
carpenters-rainy_days_and_mondays;emotional
chi-lites-stoned_out_of_my_mind;emotional
chicago-if_you_leave_me_now;emotional
dead_kennedys-chemical_warfare;emotional
def_leppard-pour_some_sugar_on_me;emotional
devo-girl_u_want;emotional
drevo-our_watcher_show_us_the_way;emotional
faith_hill-lets_make_love;emotional
george_harrison-all_things_must_pass;emotional
glenn_miller-in_the_mood;emotional
jeff_buckley-last_goodbye;emotional
live-lightning_crashes;emotional
morrissey-everyday_is_like_sunday;emotional
pantera-becoming;emotional
portishead-all_mine;emotional
pretenders-day_after_day;emotional
queen-we_will_rock_you;emotional
santana-love_of_my_life;emotional
somadrone-coda;emotional
tim_buckley-morning_glory;emotional
tom_petty_and_the_heartbreakers-dont_come_around_here_no_more;emotional
whitney_houston-how_will_i_know;emotional
altered_images-dont_talk_to_me_about_love;exciting
barbara_leoni-don_t_rain_on_my_parade;exciting
beatundercontrol-this_is_beatundercontrol;exciting
bobby_brown-my_prerogative;exciting
darkness-i_believe_in_a_thing_called_love;exciting
dead_kennedys-chemical_warfare;exciting
def_leppard-pour_some_sugar_on_me;exciting
eurythmics-sweet_dreams;exciting
glenn_miller-in_the_mood;exciting
green_day-longview;exciting
john_coltrane-giant_steps;exciting
kansas-carry_on_wayward_son;exciting
mc_hammer-u_cant_touch_this;exciting
napoleon_blown_aparts-higher_education;exciting
outkast-ms._jackson;exciting
pantera-becoming;exciting
processor-nibtal_7;exciting
queen-we_will_rock_you;exciting
santana-love_of_my_life;exciting
seismic_anamoly-wreckinball;exciting
vapors-turning_japanese;exciting
atomic_opera-watergrave;hanging with friends
eurythmics-sweet_dreams;hanging with friends
liz_phair-supernova;hanging with friends
queen-we_will_rock_you;hanging with friends
shuggie_otis-sweet_thang;hanging with friends
williamson-whats_on_the_ceiling_beats_whats_on_tv;hanging with friends
altered_images-dont_talk_to_me_about_love;happy
anup-life_glides;happy
badly_drawn_boy-all_possibilities;happy
barbara_leoni-don_t_rain_on_my_parade;happy
bobby_brown-my_prerogative;happy
boo_radleys-wake_up_boo;happy
bruce_springsteen-badlands;happy
charlie_rich-behind_closed_doors;happy
chi-lites-stoned_out_of_my_mind;happy
curtis_mayfield-move_on_up;happy
dave_matthews_band-ants_marching;happy
glenn_miller-in_the_mood;happy
john_coltrane-giant_steps;happy
madness-baggy_trousers;happy
mc_hammer-u_cant_touch_this;happy
mott_the_hoople-roll_away_the_stone;happy
paul_mccartney-ebony_and_ivory;happy
pretenders-day_after_day;happy
queen-we_will_rock_you;happy
stevie_wonder-for_once_in_my_life;happy
syd_barrett-effervescing_elephant;happy
tommy_james_and_the_shondells-i_think_were_alone_now;happy
vapors-turning_japanese;happy
atomic_opera-watergrave;indifferent
beatundercontrol-this_is_beatundercontrol;indifferent
bjrk-army_of_me;indifferent
blind_melon-no_rain;indifferent
blondie-rapture;indifferent
bobby_brown-my_prerogative;indifferent
brad_sucks-overreacting;indifferent
bruce_springsteen-badlands;indifferent
buffalo_springfield-for_what_its_worth;indifferent
captain_beefheart_and_the_magic_band-safe_as_milk;indifferent
carly_simon-youre_so_vain;indifferent
chills-i_love_my_leather_jacket;indifferent
coasters-poison_ivy;indifferent
curandero-aras;indifferent
darkness-i_believe_in_a_thing_called_love;indifferent
dead_kennedys-chemical_warfare;indifferent
dj_markitos-sunset_138_bpm_remix;indifferent
eels-cancer_for_the_cure;indifferent
eminem-my_fault;indifferent
eurythmics-sweet_dreams;indifferent
green_day-longview;indifferent
guided_by_voices-kicker_of_elves;indifferent
indidginus-dusty_lands;indifferent
john_cale-pablo_picasso;indifferent
john_coltrane-giant_steps;indifferent
king_crimson-thela_hun_ginjeet;indifferent
kris_kristofferson-the_best_of_all_possible_worlds;indifferent
madness-baggy_trousers;indifferent
mc_hammer-u_cant_touch_this;indifferent
michael_masley-advice_from_the_angel_of_thresholds;indifferent
my_bloody_valentine-when_you_sleep;indifferent
napoleon_blown_aparts-higher_education;indifferent
pantera-becoming;indifferent
processor-nibtal_7;indifferent
seismic_anamoly-wreckinball;indifferent
somadrone-coda;indifferent
standells-dirty_water;indifferent
stooges-dirt;indifferent
superchunk-slack_motherfucker;indifferent
thelonious_monk-epistrophy;indifferent
utopia_banished-by_mourning;indifferent
vapors-turning_japanese;indifferent
williamson-whats_on_the_ceiling_beats_whats_on_tv;indifferent
blind_melon-no_rain;mellow
brad_sucks-overreacting;mellow
bread-if;mellow
chris_juergensen-prospects;mellow
church-under_the_milky_way;mellow
dave_matthews_band-ants_marching;mellow
george_harrison-all_things_must_pass;mellow
jay_kishor-raga_malgunji_jor;mellow
mazzy_star-fade_into_you;mellow
michael_masley-advice_from_the_angel_of_thresholds;mellow
morrissey-everyday_is_like_sunday;mellow
paul_mccartney-ebony_and_ivory;mellow
portishead-all_mine;mellow
shuggie_otis-sweet_thang;mellow
syd_barrett-effervescing_elephant;mellow
tim_buckley-morning_glory;mellow
wes_montgomery-bumpin;mellow
yakshi-chandra;mellow
altered_images-dont_talk_to_me_about_love;not angry - agressive
anup-life_glides;not angry - agressive
backstreet_boys-as_long_as_you_love_me;not angry - agressive
barbara_leoni-don_t_rain_on_my_parade;not angry - agressive
blind_melon-no_rain;not angry - agressive
blondie-rapture;not angry - agressive
bonnie_tyler-total_eclipse_of_the_heart;not angry - agressive
boo_radleys-wake_up_boo;not angry - agressive
brad_sucks-overreacting;not angry - agressive
bread-if;not angry - agressive
bruce_springsteen-badlands;not angry - agressive
camper_van_beethoven-take_the_skinheads_bowling;not angry - agressive
carpenters-rainy_days_and_mondays;not angry - agressive
catherine_wheel-black_metallic;not angry - agressive
charlie_rich-behind_closed_doors;not angry - agressive
chi-lites-stoned_out_of_my_mind;not angry - agressive
chicago-if_you_leave_me_now;not angry - agressive
chills-i_love_my_leather_jacket;not angry - agressive
chris_juergensen-prospects;not angry - agressive
church-under_the_milky_way;not angry - agressive
coasters-poison_ivy;not angry - agressive
curandero-aras;not angry - agressive
cure-just_like_heaven;not angry - agressive
curtis_mayfield-move_on_up;not angry - agressive
dave_matthews_band-ants_marching;not angry - agressive
devo-girl_u_want;not angry - agressive
dj_markitos-sunset_138_bpm_remix;not angry - agressive
drevo-our_watcher_show_us_the_way;not angry - agressive
faith_hill-lets_make_love;not angry - agressive
george_harrison-all_things_must_pass;not angry - agressive
glenn_miller-in_the_mood;not angry - agressive
grateful_dead-high_time;not angry - agressive
indidginus-dusty_lands;not angry - agressive
jay_kishor-raga_malgunji_jor;not angry - agressive
jeff_buckley-last_goodbye;not angry - agressive
kansas-carry_on_wayward_son;not angry - agressive
kris_kristofferson-the_best_of_all_possible_worlds;not angry - agressive
lynyrd_skynyrd-sweet_home_alabama;not angry - agressive
madness-baggy_trousers;not angry - agressive
mazzy_star-fade_into_you;not angry - agressive
michael_masley-advice_from_the_angel_of_thresholds;not angry - agressive
morrissey-everyday_is_like_sunday;not angry - agressive
mott_the_hoople-roll_away_the_stone;not angry - agressive
my_bloody_valentine-when_you_sleep;not angry - agressive
myles_cochran-getting_stronger;not angry - agressive
paul_mccartney-ebony_and_ivory;not angry - agressive
pretenders-day_after_day;not angry - agressive
santana-love_of_my_life;not angry - agressive
shuggie_otis-sweet_thang;not angry - agressive
steely_dan-rikki_dont_lose_that_number;not angry - agressive
stevie_wonder-for_once_in_my_life;not angry - agressive
syd_barrett-effervescing_elephant;not angry - agressive
thelonious_monk-epistrophy;not angry - agressive
tim_buckley-morning_glory;not angry - agressive
tom_petty_and_the_heartbreakers-dont_come_around_here_no_more;not angry - agressive
tommy_james_and_the_shondells-i_think_were_alone_now;not angry - agressive
ultravox-dancing_with_tears_in_my_eyes;not angry - agressive
vapors-turning_japanese;not angry - agressive
velvet_underground-new_age;not angry - agressive
wes_montgomery-bumpin;not angry - agressive
whitney_houston-how_will_i_know;not angry - agressive
williamson-whats_on_the_ceiling_beats_whats_on_tv;not angry - agressive
bauhaus-ziggy_stardust;not calming
beatundercontrol-this_is_beatundercontrol;not calming
bjrk-army_of_me;not calming
boo_radleys-wake_up_boo;not calming
bruce_springsteen-badlands;not calming
captain_beefheart_and_the_magic_band-safe_as_milk;not calming
dead_kennedys-chemical_warfare;not calming
def_leppard-pour_some_sugar_on_me;not calming
devo-girl_u_want;not calming
green_day-longview;not calming
guided_by_voices-kicker_of_elves;not calming
indidginus-dusty_lands;not calming
john_cale-pablo_picasso;not calming
john_coltrane-giant_steps;not calming
kansas-carry_on_wayward_son;not calming
king_crimson-thela_hun_ginjeet;not calming
kris_kristofferson-the_best_of_all_possible_worlds;not calming
liz_phair-supernova;not calming
madness-baggy_trousers;not calming
mc_hammer-u_cant_touch_this;not calming
napoleon_blown_aparts-higher_education;not calming
pantera-becoming;not calming
processor-nibtal_7;not calming
seismic_anamoly-wreckinball;not calming
somadrone-coda;not calming
stooges-dirt;not calming
superchunk-slack_motherfucker;not calming
utopia_banished-by_mourning;not calming
vapors-turning_japanese;not calming
atomic_opera-watergrave;not happy
bjrk-army_of_me;not happy
bonnie_tyler-total_eclipse_of_the_heart;not happy
carpenters-rainy_days_and_mondays;not happy
chicago-if_you_leave_me_now;not happy
church-under_the_milky_way;not happy
dead_kennedys-chemical_warfare;not happy
guided_by_voices-kicker_of_elves;not happy
john_cale-pablo_picasso;not happy
king_crimson-thela_hun_ginjeet;not happy
live-lightning_crashes;not happy
liz_phair-supernova;not happy
mazzy_star-fade_into_you;not happy
my_bloody_valentine-when_you_sleep;not happy
pantera-becoming;not happy
seismic_anamoly-wreckinball;not happy
somadrone-coda;not happy
stooges-dirt;not happy
tim_buckley-morning_glory;not happy
ultravox-dancing_with_tears_in_my_eyes;not happy
utopia_banished-by_mourning;not happy
velvet_underground-new_age;not happy
yakshi-chandra;not happy
altered_images-dont_talk_to_me_about_love;not sad
anup-life_glides;not sad
badly_drawn_boy-all_possibilities;not sad
barbara_leoni-don_t_rain_on_my_parade;not sad
bauhaus-ziggy_stardust;not sad
blondie-rapture;not sad
bobby_brown-my_prerogative;not sad
boo_radleys-wake_up_boo;not sad
bruce_springsteen-badlands;not sad
camper_van_beethoven-take_the_skinheads_bowling;not sad
charlie_rich-behind_closed_doors;not sad
chi-lites-stoned_out_of_my_mind;not sad
chills-i_love_my_leather_jacket;not sad
chris_juergensen-prospects;not sad
curandero-aras;not sad
curtis_mayfield-move_on_up;not sad
darkness-i_believe_in_a_thing_called_love;not sad
dave_matthews_band-ants_marching;not sad
dead_kennedys-chemical_warfare;not sad
def_leppard-pour_some_sugar_on_me;not sad
dj_markitos-sunset_138_bpm_remix;not sad
glenn_miller-in_the_mood;not sad
hall_and_oates-private_eyes;not sad
jay_kishor-raga_malgunji_jor;not sad
jeff_buckley-last_goodbye;not sad
john_coltrane-giant_steps;not sad
king_crimson-thela_hun_ginjeet;not sad
lynyrd_skynyrd-sweet_home_alabama;not sad
madness-baggy_trousers;not sad
mc_hammer-u_cant_touch_this;not sad
michael_masley-advice_from_the_angel_of_thresholds;not sad
mott_the_hoople-roll_away_the_stone;not sad
my_bloody_valentine-when_you_sleep;not sad
napoleon_blown_aparts-higher_education;not sad
pretenders-day_after_day;not sad
queen-we_will_rock_you;not sad
seismic_anamoly-wreckinball;not sad
small_faces-lazy_sunday;not sad
standells-dirty_water;not sad
stevie_wonder-for_once_in_my_life;not sad
syd_barrett-effervescing_elephant;not sad
thelonious_monk-epistrophy;not sad
tommy_james_and_the_shondells-i_think_were_alone_now;not sad
vapors-turning_japanese;not sad
whitney_houston-how_will_i_know;not sad
williamson-whats_on_the_ceiling_beats_whats_on_tv;not sad
altered_images-dont_talk_to_me_about_love;pleasant
backstreet_boys-as_long_as_you_love_me;pleasant
badly_drawn_boy-all_possibilities;pleasant
barbara_leoni-don_t_rain_on_my_parade;pleasant
bobby_brown-my_prerogative;pleasant
brad_sucks-overreacting;pleasant
bread-if;pleasant
buffalo_springfield-for_what_its_worth;pleasant
charlie_rich-behind_closed_doors;pleasant
chi-lites-stoned_out_of_my_mind;pleasant
chicago-if_you_leave_me_now;pleasant
chris_juergensen-prospects;pleasant
coasters-poison_ivy;pleasant
curandero-aras;pleasant
curtis_mayfield-move_on_up;pleasant
dave_matthews_band-ants_marching;pleasant
george_harrison-all_things_must_pass;pleasant
glenn_miller-in_the_mood;pleasant
